0;;zippo;;7.10852445677817
1;;zip;;7.10852445677817
2;;zilch;;7.10852445677817
3;;zero;;7.10852445677817
4;;zephyr;;7.10852445677817
5;;zealous;;3.938599455335857
6;;yummy;;6.10852445677817
7;;youthful;;7.10852445677817
8;;young;;5.108524456778169
9;;yokelish;;7.10852445677817
10;;yoke;;6.10852445677817
11;;yield;;3.938599455335857
12;;yet;;4.301169534720565
13;;yell;;5.108524456778169
14;;yedo;;5.523561956057013
15;;yeddo;;5.523561956057013
16;;yap;;7.10852445677817
17;;wrong;;5.523561956057013
18;;writing;;7.10852445677817
19;;wrinkle;;7.10852445677817
20;;wreak;;6.10852445677817
21;;worthy;;7.10852445677817
22;;worth;;4.523561956057013
23;;worst;;5.523561956057013
24;;worsen;;6.10852445677817
25;;worse;;7.10852445677817
26;;worry;;5.523561956057013
27;;worn;;6.10852445677817
28;;worldly_concern;;7.10852445677817
29;;world;;4.786596361890807
30;;workshop;;7.10852445677817
31;;workplace;;3.3011695347205654
32;;work_time;;6.10852445677817
33;;work_over;;7.10852445677817
34;;work_out;;5.523561956057013
35;;work_on;;7.10852445677817
36;;work;;2.1543281463912938
37;;words;;7.10852445677817
38;;word_of_farewell;;6.10852445677817
39;;word;;7.10852445677817
40;;wooden;;7.10852445677817
41;;wood;;6.10852445677817
42;;wont;;7.10852445677817
43;;wondrous;;7.10852445677817
44;;wonderful;;7.10852445677817
45;;woman's_clothing;;7.10852445677817
46;;woman;;7.10852445677817
47;;wlan;;7.10852445677817
48;;wizardly;;7.10852445677817
49;;wizard;;6.10852445677817
50;;wiz;;7.10852445677817
51;;witness;;4.523561956057013
52;;within_reason;;7.10852445677817
53;;withdraw;;4.786596361890807
54;;withal;;4.786596361890807
55;;with_child;;3.523561956057013
56;;witching;;7.10852445677817
57;;wish;;7.10852445677817
58;;wise;;7.10852445677817
59;;wireless_local_area_network;;7.10852445677817
60;;wireless_fidelity;;7.10852445677817
61;;wipe_up;;6.10852445677817
62;;wipe_out;;7.10852445677817
63;;winner;;7.10852445677817
64;;windowpane;;5.523561956057013
65;;window_glass;;5.523561956057013
66;;window;;5.523561956057013
67;;win;;5.108524456778169
68;;wily;;7.10852445677817
69;;wild;;7.10852445677817
70;;wifi;;7.10852445677817
71;;wienerwurst;;7.10852445677817
72;;wiener;;7.10852445677817
73;;widget;;7.10852445677817
74;;wide;;7.10852445677817
75;;wicked;;7.10852445677817
76;;wholly;;6.10852445677817
77;;whole_slew;;5.108524456778169
78;;whole_lot;;5.108524456778169
79;;whole;;5.108524456778169
80;;whizz;;7.10852445677817
81;;whiz;;7.10852445677817
82;;white_goods;;3.938599455335857
83;;white;;6.10852445677817
84;;whisper;;7.10852445677817
85;;whisky;;7.10852445677817
86;;whiskey;;7.10852445677817
87;;whirligig;;7.10852445677817
88;;wheelwork;;7.10852445677817
89;;wheeled_vehicle;;5.523561956057013
90;;wheel;;7.10852445677817
91;;wet;;5.523561956057013
92;;west_germanic_language;;6.10852445677817
93;;west_germanic;;6.10852445677817
94;;well;;2.2505434616505973
95;;welcome;;6.10852445677817
96;;weight_unit;;5.523561956057013
97;;weigh;;7.10852445677817
98;;weewee;;7.10852445677817
99;;weenie;;7.10852445677817
100;;wee;;5.108524456778169
101;;wedge;;7.10852445677817
102;;weather_sheet;;6.10852445677817
103;;weather_condition;;5.523561956057013
104;;weather;;5.523561956057013
105;;wearying;;7.10852445677817
106;;weary;;6.10852445677817
107;;wearing;;7.10852445677817
108;;wear_upon;;6.10852445677817
109;;wear_thin;;7.10852445677817
110;;wear_out;;6.10852445677817
111;;wear_off;;7.10852445677817
112;;wear_down;;6.10852445677817
113;;wear;;6.10852445677817
114;;wealthiness;;7.10852445677817
115;;wealth;;6.10852445677817
116;;weakening;;7.10852445677817
117;;weak;;7.10852445677817
118;;way_out;;5.523561956057013
